iter	Passed	Remaining
1660	266160	54321
1661	266535	54205
1662	266898	54085
1663	267272	53968
1664	267555	53832
1665	267830	53694
1666	267995	53534
1667	268163	53375
1668	268375	53224
1669	268539	53064
1670	268709	52905
1671	268892	52749
1672	269083	52594
1673	269285	52441
1674	269423	52276
1675	269632	52124
1676	269767	51958
1677	269931	51798
1678	270060	51631
1679	270268	51479
1680	270396	51312
1681	270541	51148
1682	270707	50988
1683	270918	50837
1684	271083	50677
1685	271234	50514
1686	271440	50362
1687	271612	50203
1688	271789	50045
1689	271936	49881
1690	272126	49726
1691	272297	49567
1692	272461	49406
1693	272623	49246
1694	272824	49092
1695	272964	48927
1696	273130	48767
1697	273354	48617
1698	273501	48454
1699	273666	48294
1700	273836	48134
1701	274028	47979
1702	274181	47816
1703	274366	47659
1704	274514	47496
1705	274716	47342
1706	274865	47179
1707	275025	47018
1708	275240	46866
1709	275378	46701
1710	275546	46541
1711	275709	46381
1712	275883	46222
1713	276036	46059
1714	276233	45904
1715	276441	45751
1716	276672	45601
1717	276839	45441
1718	276997	45279
1719	277176	45121
1720	277344	44961
1721	277491	44798
1722	277680	44641
1723	277839	44480
1724	278025	44322
1725	278197	44163
1726	278353	44001
1727	278499	43837
1728	278688	43681
1729	278837	43518
1730	279001	43357
1731	279166	43196
1732	279350	43038
1733	279516	42878
1734	279714	42722
1735	279957	42574
1736	280158	42418
1737	280386	42267
1738	280636	42119
1739	280873	41969
1740	281014	41805
1741	281230	41651
1742	281388	41489
1743	281544	41327
1744	281747	41172
1745	281907	41010
1746	282078	40850
1747	282222	40686
1748	282422	40530
1749	282576	40368
1750	282758	40209
1751	282924	40048
1752	283069	39884
1753	283255	39726
1754	283438	39568
1755	283597	39406
1756	283761	39245
1757	283954	39088
1758	284093	38923
1759	284249	38761
1760	284386	38596
1761	284579	38439
1762	284733	38276
1763	284915	38117
1764	285147	37965
1765	285352	37810
1766	285530	37650
1767	285735	37494
1768	285888	37331
1769	286036	37168
1770	286184	37005
1771	286391	36849
1772	286539	36686
1773	286725	36527
1774	286862	36362
1775	287026	36201
1776	287177	36038
1777	287339	35877
1778	287504	35715
1779	287829	35574
1780	288229	35442
1781	288566	35301
1782	288779	35145
1783	288965	34986
1784	289126	34824
1785	289289	34662
1786	289494	34506
1787	289675	34346
1788	289872	34188
1789	290303	34057
1790	290684	33921
1791	291016	33778
1792	291203	33619
1793	291427	33463
1794	291665	33310
1795	292066	33174
1796	292586	33052
1797	292875	32903
1798	293129	32750
1799	293391	32599
1800	293676	32449
1801	293920	32295
1802	294224	32147
1803	294457	31992
1804	294698	31837
1805	294947	31683
1806	295259	31535
1807	295448	31375
1808	295764	31227
1809	295958	31067
1810	296196	30911
1811	296677	30781
1812	297034	30637
1813	297416	30495
1814	297721	30346
1815	297976	30191
1816	298206	30033
1817	298548	29887
1818	298961	29748
1819	299172	29588
1820	299331	29423
1821	299631	29272
1822	299812	29109
1823	299987	28946
1824	300217	28787
1825	300386	28623
1826	300616	28465
1827	300892	28311
1828	301100	28151
1829	301276	27987
1830	301495	27827
1831	301648	27662
1832	301803	27496
1833	302013	27336
1834	302203	27173
1835	302403	27012
1836	302627	26852
1837	302789	26687
1838	302969	26524
1839	303223	26367
1840	303457	26208
1841	303767	26056
1842	303945	25892
1843	304113	25727
1844	304293	25563
1845	304506	25403
1846	304703	25240
1847	304929	25080
1848	305116	24917
1849	305274	24751
1850	305554	24596
1851	305729	24431
1852	305887	24266
1853	306104	24105
1854	306291	23941
1855	306495	23779
1856	306706	23618
1857	306873	23453
1858	307078	23291
1859	307226	23124
1860	307447	22963
1861	307629	22799
1862	307792	22634
1863	308078	22477
1864	308283	22315
1865	308486	22152
1866	308653	21987
1867	308815	21822
1868	308952	21654
1869	309095	21487
1870	309268	21323
1871	309423	21157
1872	309562	20990
1873	309697	20822
1874	309867	20657
1875	310059	20494
1876	310253	20330
1877	310399	20164
1878	310603	20001
1879	310735	19834
1880	310868	19666
1881	311013	19500
1882	311135	19332
1883	311299	19167
1884	311496	19003
1885	311633	18836
1886	311785	18670
1887	311910	18503
1888	312050	18336
1889	312244	18172
1890	312391	18006
1891	312573	17842
1892	312780	17679
1893	312940	17514
1894	313109	17349
1895	313290	17184
1896	313544	17024
1897	313693	16858
1898	313838	16691
1899	313963	16524
1900	314164	16361
1901	314303	16194
1902	314467	16029
1903	314606	15862
1904	314802	15698
1905	314947	15532
1906	315101	15366
1907	315224	15199
1908	315448	15037
1909	315592	14870
1910	315801	14707
1911	315950	14541
1912	316139	14377
1913	316290	14211
1914	316435	14045
1915	316578	13879
1916	316769	13715
1917	316928	13549
1918	317056	13382
1919	317208	13217
1920	317418	13053
1921	317563	12887
1922	317720	12722
1923	317859	12555
1924	318080	12392
1925	318326	12230
1926	318586	12068
1927	318763	11904
1928	318918	11738
1929	319132	11574
1930	319297	11409
1931	319459	11243
1932	319614	11078
1933	319805	10913
1934	319955	10747
1935	320126	10582
1936	320329	10418
1937	320528	10254
1938	320708	10089
1939	320859	9923
1940	321050	9758
1941	321203	9593
1942	321363	9427
1943	321514	9261
1944	321716	9097
1945	321855	8931
1946	322014	8765
1947	322161	8599
1948	322333	8434
1949	322506	8269
1950	322705	8104
1951	322881	7939
1952	323206	7778
1953	323472	7615
1954	323617	7448
1955	323776	7283
1956	323919	7117
1957	324112	6952
1958	324266	6786
1959	324432	6621
1960	324581	6455
1961	324797	6290
1962	324934	6124
1963	325107	5959
1964	325285	5793
1965	325488	5628
1966	325640	5463
1967	325772	5297
1968	325993	5132
1969	326141	4966
1970	326336	4801
1971	326491	4635
1972	326682	4470
1973	326817	4304
1974	326978	4138
1975	327129	3973
1976	327321	3807
1977	327477	3642
1978	327672	3477
1979	327916	3312
1980	328117	3147
1981	328280	2981
1982	328496	2816
1983	328643	2650
1984	328811	2484
1985	328946	2318
1986	329148	2153
1987	329289	1987
1988	329461	1822
1989	329589	1656
1990	329805	1490
1991	329942	1325
1992	330099	1159
1993	330334	993
1994	330518	828
1995	330690	662
1996	330835	496
1997	331010	331
1998	331219	165
1999	331364	0
